ID	Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16
3	1.58229143218399	-.251324462702393	-.732869230968941	1.3979657597381	1.27092310474031E-005	.361119778978311	-1.07343814413976	-.271288936352805	1.21338090468887	-.374067927664028	-.563224261253162	-.112869436905275	-.0566288348054498	.792038673664195	-.427097743268672	-.221429552637485
5	.786173016242608	1.19411081233754	.348215040741583	.0255013340485386	1.06418594340636	.721618255047275	.928625363488336	-.804162558284544	2.08249944199145	.696484418753932	.98936369779305	1.35559365113039	.57701960640207	1.31757280412177	-.425397611073865	1.71828293517541
7	1.63613233908633	-1.17436063504644	-.0625764809165185	-.952506110241012	1.71041634296623	-1.09897632974365	.788748980616406	-.117162580746841	-.649374596331427	.908620059522026	2.41260537463673	2.27882011880972	1.20945453768733	.500860324472315	1.35660992213072	-.529580773905634
11	-.453715049265233	-.972503980848274	.0249012736838098	.485244356083577	.886226074656511	-.614609481288341	.428676821536437	.837048020188232	.0850396591905818	.546998617763923	1.54180607973465	1.93668753923002	.766251533695887	-.579990656434726	1.96821935106033	-.491658484691082
16	1.40964007407492	.146364040990277	1.18167066869639	-.476095216176267	.0403234159231679	.461612657118178	.99936312991392	-2.04730651129913	.631684330608863	.752734715959591	-1.77365980302884	-1.25822725978524	-.462715766922933	.80595709753696	-1.25653939599488	1.13116176189727
19	-.487460384832275	.387059456039999	.358661167193142	.391766188206099	.239121436748515	.0379270141093123	-.440878894400619	.33579151521723	1.1627122151617	.0352018696964453	-.43456518415318	.0515785982836041	.485642852853903	1.04501762947352	-.40107022355454	1.85307448697332
20	-.0332610097709766	1.0884256219351	.463531852254434	.151347438943329	.0645035212623201	.988186309020364	.218795643104118	1.56487223781268	-.998892000234075	.881103766379936	.73445938751839	.797546767848874	.197411481633379	.384299553345882	.535181498251979	.538311739593791
21	-.430368794223786	.685823576429199	-1.24864111054211	-.486181630498872	-.168239249146695	.499543596774252	1.20224109388917	.830338950663682	.768938605269114	1.69916001495504	.611827820385407	-.694248890262813	-1.62645369122296	-.060874852392244	.518154024057888	.393094872030775
22	.147841623367105	.984492821898968	.53835963599805	-.470063676938015	.746391632206457	1.15761881690695	2.10697398434398	1.14329125028636	-.395524223554549	1.84705698508189	.902378188464812	.912639225016745	1.6223790213881	1.39911538347223	1.64608609837462	2.57527773614295
25	.707230811339986	.84217244947688	.93469100464848	.655630548724649	-.366095659133797	1.24422503072848	.0947432076453376	-.913956701898536	.645103151436448	.0462012454845103	.301007782954567	.437015037295649	.928721893853252	.262994429276203	.489330494653539	.671432155715941
27	-.125150601324206	1.17938205220101	.960831433342481	.768728433114254	.60607612839034	-.936600336295338	.345898884953064	-.362747285509009	.402775259767513	.938484237328987	.774479129864837	.124653765518652	-.411000959731615	.376719163949487	1.48900929207974	.992855560397233
